User Name,Review,Rating,Date of Review,Review Id,reviewCreatedVersion
Googlen käyttäjä,Okay,2,21-07-2019,151d1029-8bf6-4199-92d8-5007c27d60b2,2.0.19433
Googlen käyttäjä,"From the emergency numbers, when you select sea rescue, do you give the number of the poison control center?",5,19-07-2019,69e711b4-f4aa-4501-af4a-784ba876c65d,2.0.19433
Googlen käyttäjä,ok,4,14-07-2019,73bbc582-5605-4a0f-a9f9-38be737888bd,2.0.19433
Googlen käyttäjä,really good application. I highly recommend♡😊,5,06-07-2019,24b59601-927a-47ca-9934-5483395aae85,2.0.19433
Googlen käyttäjä,"not working, after the update on 21/01/2019",5,04-07-2019,62f6e19e-208a-4650-8a37-6b0554043ae9,2.0.19433
Googlen käyttäjä,the best that can be found,3,03-07-2019,b2c35aa2-c350-4564-975c-4604a1d24310,1.2.9
Googlen käyttäjä,"In order to get a working connection to the emergency center 🖥️⌨️🖱️🗺️📍🎧📞 in an emergency 🆘🚨, I suggest the 5G connection 📱🗼📶🔌support 112 Suomi 📱 application.",5,01-07-2019,311234ed-45d2-4865-92e2-1140af29334e,2.0.19433
Googlen käyttäjä, Damn bad. Didn't work in real situation.,5,30-06-2019,50fa8b14-2834-450d-852f-854c045f7e60,1.2.9
Googlen käyttäjä,"became really slow to open in an urgent case, bad wait for the start screen for 5-10 seconds...",1,29-06-2019,db8739b6-91f5-49d8-8744-3d7c0b55b7a9,2.0.19433
Googlen käyttäjä,these services are always needed,3,27-06-2019,e201eae5-b41d-49e1-9bc5-e0c2eb1eeebf,2.0.19433
Googlen käyttäjä,"good and functional! 👌🏼 the only problem is that six hours after the call, it still says ""the application uses location in the background"" at the top and this doesn't go away even if the device is restarted. I'm starting to wear a tinfoil hat. 😶 Fobat follows my movements!! 😅 edit. The 24-hour visible tracking is now on. I'm almost starting to regret that I called the junkie for help.",5,27-06-2019,62de867e-cda7-42eb-a3ec-f9052cb68f7d,2.0.19433
Googlen käyttäjä,05-May,2,24-06-2019,f2cf6098-8f1f-46e5-b212-b9c70b81a325,2.0.19433
Googlen käyttäjä,good,5,20-06-2019,aeb67ef7-5747-4db6-911d-5dae4efd17df,2.0.19433
Googlen käyttäjä,"Really good, even though I haven't had to call, there is still a good app here, for example crisis phone, etc.",5,15-06-2019,8f01bfe6-8b0e-4d60-aab0-b6b469262885,2.0.19433
Googlen käyttäjä,"experience is, the arrival of help at the scene of an accident is fast, when the exact location of the accident is known with the help of the app.",5,15-06-2019,3f517682-0ab9-4ffc-b600-0590347affa8,2.0.19433
Googlen käyttäjä, Want all possible permissions,5,15-06-2019,8ac5326c-89d0-4824-a199-ffda37d9972a,2.0.19433
Googlen käyttäjä,Good,1,13-06-2019,a7d564e5-9e27-40f2-b0cd-92e7f19e0f80,1.2.9
Googlen käyttäjä,Nice app,5,13-06-2019,8e5241d4-8d58-404d-9799-d80dbabccfe6,2.0.19433
Googlen käyttäjä,No experience yet,5,10-06-2019,47406f7e-27a4-48a7-8232-55f7d6213caf,2.0.19433
Googlen käyttäjä,ok.good😅,5,07-06-2019,392f5fe8-e45a-4c8f-a9e4-c5b10dcf7a5d,2.0.19433
Googlen käyttäjä,handy,4,06-06-2019,9bd9c56c-2f07-4d43-8456-da60405789fb,2.0.19433
Googlen käyttäjä,good,4,05-06-2019,b83f8ce4-2b8b-43be-854a-b21b0dc195a7,2.0.19433
Googlen käyttäjä,Good and necessary apps,5,02-06-2019,d99d25a2-d093-417d-9ecb-15d76d120aea,2.0.19433
Googlen käyttäjä,Good,4,01-06-2019,9845336e-f45d-404c-a124-026f291eb912,1.2.9
Googlen käyttäjä,Still don't know if this is available and from where!,5,31-05-2019,4243f6ad-5892-4880-99dd-f2826f55750c,2.0.19433
Googlen käyttäjä,I have installed this on all mobile devices I manage.,1,31-05-2019,ce80694b-ca8f-4431-9633-aae1d304d6cb,2.0.19433
Googlen käyttäjä,really good ,5,28-05-2019,323247a7-7ac0-46b4-836b-12c6fe8c5e4e,2.0.19433
Googlen käyttäjä,Hell,5,28-05-2019,be937e60-ae6d-49b0-8d9e-837c0495507b,1.2.9
Googlen käyttäjä,"After the emergency call, the location was on all the time.",1,23-05-2019,665f47ec-5437-41b7-a29e-c123223a3d12,2.0.19433
Googlen käyttäjä,"The keys came to the right place, but in the emergency center it says an unknown place.",1,22-05-2019,ea04ab14-586a-44d5-8d6e-bafc1a1ddf75,2.0.19433
Googlen käyttäjä,"Definitely a good application in an emergency, but started the call with the key lock on and no longer agreed to end the call.",5,19-05-2019,ce61882e-2c17-4242-b976-8c0b15dc255e,2.0.19433
Googlen käyttäjä,excellent,2,17-05-2019,ee5f2620-33c1-41a7-93c1-115831a1a84a,1.1.145
Googlen käyttäjä,Good,5,08-05-2019,7c865866-2680-4623-8719-dd963ab4b716,2.0.19433
Googlen käyttäjä,good,5,04-05-2019,2e07424a-8e43-41ba-9875-df2f468626be,1.2.9
Googlen käyttäjä,"Right to remove SD card content? Why? And a few other access rights are a bit surprising... It takes quite a lot of space and after reading other reviews, it won't be installed.",5,26-04-2019,b074790a-9819-4a09-a771-3da0e242de7b,2.0.19433
Googlen käyttäjä,important,1,19-04-2019,60f1d2cb-a890-442e-90b3-4f409a629948,1.2.9
Googlen käyttäjä,"The latest update is the wrong size, it downloads 10.81MB and expects to get 10.29MB, so it won't install either even if I clear the caches and start the phone ",5,14-04-2019,b998af4a-bc33-40f2-b2ad-51659b323ba0,2.0.19433
Googlen käyttäjä,hji,1,12-04-2019,9b534a33-dc6c-4e22-bb7d-e032d017888a,1.2.9
Googlen käyttäjä,"this works, please use it.",4,10-04-2019,0edf30ff-aef0-41ff-88bf-b1b1f6560b0d,1.2.9
Googlen käyttäjä,Really good,5,06-04-2019,4de7e712-319e-4008-9580-ea27935dd49b,1.2.9
Googlen käyttäjä,"I called the ambulance to my mother at 17:15. The man who answered asked a lot and confirmed the address. Now I called again at 9:17 p.m., because I can't hear or see the launch. First a man answered, hung up very quickly and confirmed the address. After that transferred the call elsewhere. The woman answered and finally made the lance come. My previous call cannot be found in the system, as if I hadn't called the cage. It makes me wonder where the first call went.. Based on the questions, there was no reason to doubt that help would come",5,06-04-2019,c121f5c8-8080-4dc0-a96d-58f19e48ee7c,2.0.19433
Googlen käyttäjä,safe life,2,05-04-2019,f6431ab7-6a64-4e47-b308-132a7dff9bee,2.0.19433
Googlen käyttäjä,convenient,5,02-04-2019,c7c44283-598b-435a-86b0-f6c25d2e3f0e,2.0.19433
Googlen käyttäjä,"the location feature of the application is misused all the time, why is the phone located by the application even though the application is not used?",5,01-04-2019,438dcdc1-98e6-4b03-a7ee-9a237a37f020,2.0.19433
Googlen käyttäjä,"I tried to call an ambulance for my child, and this application called when I pressed the round 112 button to my school friend from years ago in the middle of the night and it took a long time to get out of the application. In addition, the application asks for a phone number when downloading and sometimes otherwise. Why on earth? In an emergency, it's hard to remember anything and that kind of pointless typing wastes time and can prevent, for example, a child from calling with an app that doesn't even know the phone number. I would expect a change to this.",1,28-03-2019,36fab5dc-1a17-4049-8b17-2dfd2a36ff44,1.2.9
Googlen käyttäjä,Important application,2,27-03-2019,ea5841a4-2d19-4824-ac29-da982176991a,2.0.19433
Googlen käyttäjä,"I couldn't find an application in a real emergency, but Android now transmits the coordinates to the cage. They didn't ask much about the location, of course I gave the address. However, when calling the emergency number for the first time, the phone must be given permission to transmit location information. I used the application later to call the road user's line and the result was terrible battery consumption, now that the application wants to locate all the time. So in summary, in the Android world, a somewhat pointless application that consumes the beginning.",5,26-03-2019,34de337e-58b5-44c5-b1a6-0b550a161c06,2.0.19433
Googlen käyttäjä,new version won't install,2,24-03-2019,aaa2d6bd-f1e3-4ce4-aec0-83f9a1caaf65,1.2.9
Googlen käyttäjä,I haven't used it yet...,2,16-03-2019,be548354-b86f-400d-9715-f5a9603fc113,1.2.9
Googlen käyttäjä,Crap,4,13-03-2019,4df95700-32b0-43a2-912c-28f5357538a3,2.0.19433
Googlen käyttäjä,"Clear user interface. In an emergency, it certainly makes contacting the emergency center easier and faster. But there should already be some instructions on Google Play. The program does not call the emergency center directly when you open it. And on the first startup, you have to tap your own phone number. At least this would be good to say. In an emergency, remembering your own number just takes a lot of time.",1,13-03-2019,cbf9d027-6855-4300-a757-44f3869cec48,2.0.19433
Googlen käyttäjä,important,3,10-03-2019,5050a470-6d03-44eb-ba00-5a2758d361af,2.0.19433
Googlen käyttäjä,"Not quite five stars, today there was a deficiency in the app here in Kouvola. The official notification of the rescue exercise could have come as a notification on the phone screen or in the bars, now it was only read inside the application. This way you won't necessarily notice the situation.",5,07-03-2019,74879e7b-465c-454b-b2f4-3da52ee48fde,2.0.19433
Googlen käyttäjä,"Why does the application require rights, e.g. to browser history?",4,06-03-2019,4c52961d-fc22-4d49-8667-543c90264d5c,2.0.19433
Googlen käyttäjä,Ok,1,27-02-2019,4e2c85e6-1c03-46c6-a166-0eb805e71fac,2.0.19433
Googlen käyttäjä,everyone should have it,5,25-02-2019,f824d3d9-94e8-44ce-bf64-84e22c41464e,1.2.9
Googlen käyttäjä,can't update.nokia 5.android 9.,5,25-02-2019,e77cb985-0ac0-4489-a406-e2b39d343f7a,2.0.19433
Googlen käyttäjä,good,1,21-02-2019,ba702403-8e88-487e-abb8-8018f6d306ce,1.2.9
Googlen käyttäjä,"This works, it's also been tried in Lapland",5,18-02-2019,0d92a56b-ee5d-4c90-9c83-bee7747a5b66,2.0.19433
Googlen käyttäjä,"For the elderly, an icon was put in the application on the phone's home screen and their own phone number was already set. This update then removed both. Now, in an emergency, they should look for the app in the phone's menu and enter their own phone number. It doesn't work.",5,15-02-2019,f72b6aa1-0feb-4e3f-8c88-e7d8bbd8d277,2.0.19433
Googlen käyttäjä,doesn't update.,2,15-02-2019,bc5981c9-3c7f-4a3f-bc69-092cec7428f8,1.2.9
Googlen käyttäjä,doesn't work android 9. nokia 5,2,14-02-2019,4c8ec8a1-238e-4564-a209-220319152401,1.2.9
Googlen käyttäjä,decent program,1,13-02-2019,9375f2e4-820a-46d6-b402-cefbfbec8dc8,1.2.9
Googlen käyttäjä,good,5,11-02-2019,d3e57ccc-be49-41a1-8778-d736d83c1c37,2.0.19433
Googlen käyttäjä,the latest version doesn't install anymore even if I'm lazy,4,10-02-2019,be5eb2aa-32f9-4d44-8cbf-9749929992b6,2.0.19433
Googlen käyttäjä,good application I recommend to everyone who has a smart phone,1,10-02-2019,d20fc61e-81fb-4eb0-8a3e-ac9c7f292c04,2.0.19433
Googlen käyttäjä,"Doesn't start downloading! Bad, don't download!",5,09-02-2019,9831a6f1-f7df-4ee3-b9b1-e65111e4df42,2.0.19433
Googlen käyttäjä,Really important,1,04-02-2019,b40d0808-1afb-494f-89ed-2a996484a377,2.0.19433
Googlen käyttäjä,Help to find the exact destination,5,03-02-2019,a6e9e2b7-1e2f-476a-8a4c-178c1f31070d,2.0.19433
Googlen käyttäjä,"I haven't needed to use it, but the principle is really worth it",5,02-02-2019,e08701a5-8774-435c-9e38-2ce9e2481405,2.0.19433
Googlen käyttäjä,I haven't tried it yet,5,31-01-2019,983f8083-8eeb-4dd1-974c-1b8cd70df380,2.0.19433
Googlen käyttäjä,"The update won't install, Nokia 3.1",4,31-01-2019,fcebba5b-a502-4274-90c3-924ba43dae08,2.0.19433
Googlen käyttäjä,The download doesn't work.,2,31-01-2019,ee70eda0-d84a-48a0-b31c-0bb6d2789d07,1.2.9
Googlen käyttäjä,"Now it started to delete. Why does the app want the right to read browsing history and bookmarks. How is it related to calling 112. Previously, it has been granted rights to images and files. They also feel like features more suitable for espionage purposes, not for asking for help.",1,31-01-2019,fa4d40d4-b461-4d81-9350-02794dd1036a,1.2.9
Googlen käyttäjä,Necessary. Works well. Should be standard on all phones.,1,31-01-2019,fb7cff3f-98ff-465e-a45d-e529681b390a,1.2.9
Googlen käyttäjä,"Awesome app. Simple and easy to use, as long as positioning (gps) is turned on in the phone settings. However, it does not consume power continuously, unless there are applications that need positioning on 24/7.",5,30-01-2019,c9f624a7-65c0-4553-a297-7da5e0e6767d,2.0.19433
Googlen käyttäjä,I was in a deer crash and the helper used this software to call me for help and the lance was in the right place in minutes. Tested to work!,4,12-01-2019,592c4777-cdb3-412f-bd19-7a8868be4df7,1.2.9
Googlen käyttäjä,05-May,5,06-01-2019,366a741d-2c7e-4a8a-b9ad-0240a344e8a0,1.2.9
Googlen käyttäjä,A practical app should be downloaded in emergencies!,5,05-01-2019,97db7a2f-deaf-4dd3-b354-79420c7cd000,1.2.9
Googlen käyttäjä,"Very good to find the location, if only you could select ""location allowed while the application is open"" in the settings (e.g. snapchat has this). In an emergency, there would be no need to separately activate the location and wait.",5,01-01-2019,37830247-837d-45aa-9ebf-6746e1b37a0c,1.2.9
Googlen käyttäjä,oooooooo ppåoooo,4,30-12-2018,12b39b9d-22ad-4785-8412-4d0da5a65e1b,1.2.9
Googlen käyttäjä,best,4,28-12-2018,4ff7c02a-70a7-4125-9b8e-eb344eeecece,1.2.9
Googlen käyttäjä,Is it really the case that this program can't turn on the GPS itself? So it has to be there all the time eating up the battery?,5,26-12-2018,66f9794f-9c54-43cd-b773-52415c52e938,1.2.9
Googlen käyttäjä,Easy app for emergencies,1,25-12-2018,5aa898c7-9213-43af-aa51-5e60ee10dca8,1.2.9
Googlen käyttäjä,"I once called the police and I didn't know the exact address, so the person on duty told me to go to the nearest address sign even though the junk should be located",5,24-12-2018,04cb219c-335e-4af8-b4c0-8c96a3111bcd,1.2.9
Googlen käyttäjä,really important app😊😘,2,21-12-2018,56160360-1285-4967-b161-a72a19c6ca74,1.2.9
Googlen käyttäjä,Even the old man dares to walk 🙂,5,19-12-2018,e53e00cd-fbd7-445c-b029-f545c3f5fc13,1.2.9
Googlen käyttäjä,It's true good because that's how they know the address,5,13-12-2018,39294d58-ab11-4f10-8ad6-16243d532ebc,1.2.9
Googlen käyttäjä,Very convenient,3,05-12-2018,c603903e-4225-4036-8871-71c11a67a09b,1.2.9
Googlen käyttäjä,Safe,5,25-11-2018,049a7975-3e0e-4d34-944e-98779d80b22e,1.2.9
Googlen käyttäjä,Awesome this app can save your life or another person's life,5,23-11-2018,167c3e1a-bf6b-41cf-bf59-144f8bb5c4b7,1.1.206
Googlen käyttäjä,Good,5,22-11-2018,ce18f829-1c93-44ce-b005-ef44b8ba4ab8,1.2.9
Googlen käyttäjä,Awesome,5,21-11-2018,ae26bc3d-55dd-4630-add1-7bff6746afd4,1.2.9
Googlen käyttäjä,You can download it,5,16-11-2018,95fc9682-d529-4ed1-bc31-551f6b699506,1.2.9
Googlen käyttäjä,It's good if you don't know the address,5,09-11-2018,f3404b91-ac51-4c08-a798-132d9dcb124f,1.2.9
Googlen käyttäjä,Bad iha sad,5,31-10-2018,b5824d9a-3534-4aa3-a232-f6e6c1069b05,1.2.9
Googlen käyttäjä,Hasu shovellush 🦄,1,27-10-2018,3f30319d-cd28-4368-96e5-27025e3f6c4a,1.2.9
Googlen käyttäjä,"Otherwise ok app but the call is not saved in the phone's log, so you won't know afterwards when you called HäKe",5,21-10-2018,2db5162e-4d8e-46a5-b969-0da53b9aaf7c,1.2.9
Googlen käyttäjä,How to play this game???? That was a joke. A practical application for emergency situations👍,3,17-10-2018,5db9e6c5-7c64-4548-b70b-7ec50869d523,1.2.9
Googlen käyttäjä,"Really good, but could the gps turn on automatically",1,16-10-2018,91715da6-646c-4b35-8af1-69b5fba027f6,1.2.9
Googlen käyttäjä,Lovely,5,14-10-2018,da2bd662-96d2-49d5-acae-1f9c78b9eda8,1.2.9
Googlen käyttäjä,Ok,4,28-09-2018,cd066719-1b52-46f0-b335-86e27198056b,1.2.9
Googlen käyttäjä,Saved my life once:3,3,28-09-2018,03798b94-0366-425f-be4b-e67f04569b15,1.2.9
Googlen käyttäjä,Good,5,21-09-2018,6af7baad-eb02-4097-b6be-ae1ada132282,1.2.9
Googlen käyttäjä,"I have used it several times, the app works well. I can't say the same about the police, they're not even nearby.",5,17-09-2018,7a387169-6f00-4b2c-ac01-535656e7109a,1.2.9
Googlen käyttäjä,Nice,5,17-09-2018,e7868e9c-8304-47e2-8eed-42f65a691188,1.2.9
Googlen käyttäjä,"Good program, fortunately, I haven't had to use it, but it would be nice if in situations where you can't speak, the voice of the Morse program could be heard during the call. That is, when you call, from the same phone you send a message using the Morsetus program and let it be heard",5,13-09-2018,deb383be-4411-46e4-aad4-5fccf08ca362,1.2.9
Googlen käyttäjä,"Keskeneräinen raakile. Apparently tested with a very small device sample. The transmission of location information to the emergency center works a little, depending on the fixi time of the gps and the speed of establishing a data connection. The application also does not know how to switch from a wlan network to mobile data, but a wlan without an internet connection blocks the transmission of location data.",5,08-09-2018,69ee6ab0-2ef8-439b-89cf-c9c863f2ec03,1.2.9
Googlen käyttäjä,Good,2,29-08-2018,3fbeb2e9-3b0c-43d8-87fe-c6a847e5c687,1.2.9
Googlen käyttäjä,Forced to download,5,23-08-2018,a9d459c8-e2f3-43cb-9600-593efbc1b345,1.2.9
Googlen käyttäjä,"I downloaded it when I saw a man lying in a ditch while I was walking. I thought that the
should have called, but luckily I tried to wake up the man first and he did
just sleeping in a ditch. I was scared",1,22-08-2018,d9a5f6f9-0bba-4e3b-8cda-17779ee43798,1.2.9
Googlen käyttäjä,Great invention,5,20-08-2018,5b228d19-4c2b-456c-b369-cbe1472c1a18,1.2.9
Googlen käyttäjä,It's ok,5,18-08-2018,f48f7e36-83ed-4452-b366-2d38460c76f3,1.2.9
Googlen käyttäjä,Yeah,3,16-08-2018,1dc7d0e3-64c9-4ae0-b7b1-6df7f7f90265,1.2.9
Googlen käyttäjä,what the hell,4,13-08-2018,2b325861-c0f7-4851-82ee-69897520ee3e,1.1.145
Googlen käyttäjä,It's just amazingly good,1,13-08-2018,ed93debb-493b-4059-9b61-6b8d3d60724b,1.2.9
Googlen käyttäjä,Great stuff,5,12-08-2018,eb907ef1-cadf-40be-a8bd-fa22f41cfe3d,1.2.9
Googlen käyttäjä,"If it ever happens that you need to call the emergency number, and there is no
I'm sure that wherever you are, this will make it easier for e.g. the police
a lot of work, and lives may also be saved, if only
the police will get there in time.",5,08-08-2018,0de5b6c6-b3a7-450a-bea6-8e138992c5d4,1.2.9
Googlen käyttäjä,"It's pointless, everyone knows how to call 112",5,04-08-2018,5fe253d1-28e6-4fec-95c9-ade3fa5865a3,1.2.9
Googlen käyttäjä,Iha jeez,1,30-07-2018,d4d7aae6-c3a3-4f2f-a105-db6dbec14acf,1.2.9
Googlen käyttäjä,Practical,5,26-07-2018,81feccd6-d0d3-4d8a-a967-57c59d257bea,1.2.9
Googlen käyttäjä,Have a good time. You can call if you're bored and they always answer right away.,5,22-07-2018,e3963199-fbeb-4e95-8d81-da9b75a3a977,1.2.9
Googlen käyttäjä,"Can't find location. You have to turn the gps off and back when the app
is running and then the positioning accuracy is 333km, the phone is Oneplus 2",5,22-07-2018,5f94bd4f-5b14-4a5e-909d-c2a799184d22,1.2.9
Googlen käyttäjä,Useful e.g. in accident situations,1,22-07-2018,4e30a116-5210-4f46-817b-b668d189aa85,1.2.9
Googlen käyttäjä,Accurate positioning.,4,19-07-2018,ba9b588e-1a92-4d5d-89cb-8e65b3bfae3c,1.2.9
Googlen käyttäjä,Does what it promises and works flawlessly.,5,19-07-2018,499090b7-6275-4823-8ce4-9e29602f0d8e,1.2.9
Googlen käyttäjä,Really convenient,5,05-07-2018,2a7f3eef-fafe-41bc-802b-3edd141ef550,1.2.9
Googlen käyttäjä,Increased sense of security,5,04-07-2018,25382688-c428-4430-9d21-27414dba0ad1,1.2.9
Googlen käyttäjä,"Would it be great if you could make it so that the gps turns on automatically when
the application opens and that the application can be started from the lock screen. And
dear people, the emergency center needs a phone number, e.g. if you call
prank call to the emergency center+really useful if, for example, you are
camping and the campfire starts a forest fire so the fire trucks know where it is
forest fire is.",5,01-07-2018,f05ef41d-f2cc-47c2-bf58-02e2808e4d22,1.2.9
Googlen käyttäjä,Good safe app,5,30-06-2018,dc616b13-9fe9-43f9-86a0-e95cbe01f2fc,1.2.9
Googlen käyttäjä,"Great, great!!",5,29-06-2018,0afddf50-36ad-4509-a8d7-d77bb60c1034,1.2.9
Googlen käyttäjä,Good thing you can locate,5,24-06-2018,e5ff7dc3-77a0-4c0a-aeec-215541a3ab67,1.2.9
Googlen käyttäjä,Handy,4,24-06-2018,f4a6eb57-4265-40a9-8f5d-7563e64efb85,1.2.9
Googlen käyttäjä,Really great invention👍,4,19-06-2018,d3737ade-158d-4310-9619-3dd058da7885,1.2.9
Googlen käyttäjä,Yep,5,15-06-2018,473fe7a2-8974-4e75-8e25-86f5115b4d08,1.2.9
Googlen käyttäjä,If you put a phone number it doesn't call its emergency number automatically,5,09-06-2018,d6886c8e-3cd0-4a92-987e-2ff48361ab42,1.1.145
Googlen käyttäjä,"One question. Why does it take several days to call the emergency number these days?
megabits of phone space, at the same time as phone numbers can be
for example, I don't know, save the phone in your phone book? So
to the place for which a mobile phone and a phone in general,
originally created? Getting help faster? In how many seconds?",5,03-06-2018,26577d5d-1619-4c3a-b459-fc46b59979ed,1.2.9
Googlen käyttäjä,Good and safe,2,02-06-2018,241413e7-b711-400c-b6a2-7e55b71b4cac,1.2.9
Googlen käyttäjä,Really awesome♡❤,5,31-05-2018,d0b54593-947a-4c99-9ce9-3312428aafd8,1.2.9
Googlen käyttäjä,Really awesome,5,28-05-2018,5958909e-a65a-486f-b0f9-dcdda7183c7f,1.2.9
Googlen käyttäjä,Ok tototototappototttototototoo,5,27-05-2018,bbad6802-ba3d-466e-8e45-9af455ce6903,1.1.145
Googlen käyttäjä,👍,5,26-05-2018,139407ad-f6ad-430a-824a-919b8953d03f,1.1.145
Googlen käyttäjä,Takes time a lot of space,5,25-05-2018,feff7d5b-aadb-4de2-a8d8-5dcb2f62cc3a,1.2.9
Googlen käyttäjä,"Great. I myself am a really fearful person and I often feel insecure
in certain places (lower floors of apartment buildings, forests, etc.) but yes
brings a sense of security. Thank you. Plus the positioning accuracy
about improving (now 22 meters when before it was 1 kilometer)",4,22-05-2018,eecfcb99-63f3-4294-a7ca-6e4799734c0a,1.2.9
Googlen käyttäjä,"The application works and the accuracy is good if you can wait a while, but
the accuracy of the screen could be updated in the program so that if the accuracy is long
then the accuracy would be shown in red and good or excellent then
accuracy field should be green.",5,20-05-2018,e78a287e-8d09-48a9-b4ae-de08b82d1f8f,1.2.9
Googlen käyttäjä,Important 👍👌,4,19-05-2018,c72c05ce-5377-4813-bf2a-9eedb56802eb,1.2.9
Googlen käyttäjä,This is a very useful app 😝,5,17-05-2018,ec4575ec-c9a6-4769-89d4-b3c3058fc50f,1.2.9
Googlen käyttäjä,Convenient way to save yourself,5,12-05-2018,6eae31b9-0ddc-4cf0-8f50-3ddc96264f0b,1.2.9
Googlen käyttäjä,I haven't tested it yet but it's not public questions yet.,5,09-05-2018,6fe29eab-cef9-4aa8-929d-0f3b8efd1e7f,1.2.9
Googlen käyttäjä,Really handy,1,09-05-2018,e9cfc489-d83e-4275-8100-3dd5f3116bbc,1.2.9
Googlen käyttäjä,Good thing.,5,04-05-2018,ac05dfc1-983f-4a98-b24a-733cb11dd0ce,1.2.9
Googlen käyttäjä,Really good,4,04-05-2018,bb86ac49-4e89-4828-9822-dc35acc33de4,1.2.9
Googlen käyttäjä,"Really good, but should it asks for a phone number at the beginning, so it sucks
is it ready or will you call as soon as you put in the phone number. I don't
dare to try because even if it calls by accident ヽ（´ー｀）┌",5,01-05-2018,50e03546-598a-4e2b-9670-23a7ac0f3cbf,1.2.9
Googlen käyttäjä,Necessary in a forested big country,5,01-05-2018,2ca74e31-d5d4-4c7e-a84c-18449fa86239,1.2.9
Googlen käyttäjä,Safe,5,29-04-2018,a0973ea8-22c1-47ed-b114-5ac7ae9885b7,1.2.9
Googlen käyttäjä,Good because you don't have to remember the address,5,29-04-2018,1ece7b98-256e-45de-b4b2-fdda9d7e2e62,1.2.9
Googlen käyttäjä,Very good and necessary,5,28-04-2018,66d9e788-e050-4b5a-a652-e80bcb5e2ed5,1.2.9
Googlen käyttäjä,Great invention,5,24-04-2018,da451994-65da-4d8b-82f2-eab5d429e7f0,1.2.9
Googlen käyttäjä,Safe thing,5,24-04-2018,887d89ac-3674-448b-9bf1-76ed38d58df5,1.2.9
Googlen käyttäjä,Rosi good app Too good,4,23-04-2018,6b8c4005-b2c1-48fd-95ee-0e1ffc29a423,1.1.205
Googlen käyttäjä,Good,5,23-04-2018,38c04af3-2ab0-468c-9c2a-56ec780071ba,1.1.205
Googlen käyttäjä,pah,5,22-04-2018,a28ec28f-d8a3-421a-a209-1008d6b67a28,1.1.205
Googlen käyttäjä, Important thing,1,15-04-2018,12281506-26f6-4960-bc9e-10ff1b186eda,1.1.205
Googlen käyttäjä,The application has been in use for a few years already. I've made an emergency call with it half a dozen times and it's always worked even those times I've been criticized.,5,09-04-2018,e2591ef7-0938-44a2-9d7d-3520ce7966d9,1.1.205
Googlen käyttäjä,Good,5,08-04-2018,3f2de60a-b3ef-4fe2-9b1a-1ccc05f9c9f0,1.2.9
Googlen käyttäjä,Safe,5,06-04-2018,52e0809a-e7bb-4ee3-8b35-cd309ebbc0dd,1.2.9
Googlen käyttäjä,necessary,4,04-04-2018,14790cbe-507e-4092-a792-c2e1b18f50e4,1.2.9
Googlen käyttäjä,"Fully functional, thank you.",5,31-03-2018,8a727dd6-4743-4fca-bb2e-94a1486b4b54,1.2.9
Googlen käyttäjä,Good application,5,31-03-2018,0e6f35a8-28b5-49e7-ae88-ea6ae102a86e,1.2.9
Googlen käyttäjä,Good job,5,28-03-2018,bd9be9e6-0109-4cb0-8972-3e268ca6ef6e,1.2.9
Googlen käyttäjä,Good thing for going out in the forest,4,27-03-2018,c603c219-18c8-4e6a-920f-185d29a9e465,1.2.9
Googlen käyttäjä,Creates a sense of security,5,27-03-2018,c1366d38-77b7-4efb-9a3f-61186331b52a,1.2.9
Googlen käyttäjä,Really good,5,27-03-2018,49ee42a3-bf2b-4521-a150-8688f260bcfd,1.2.9
Googlen käyttäjä,a sense of security when I downloaded it to my children ....,5,16-03-2018,e8acc56c-a628-4a79-a494-58f43d665233,1.2.9
Googlen käyttäjä,Everyone should know how to code this piece of junk. Even I,5,15-03-2018,cd1f978d-2f0f-49de-8d8f-489432422173,1.2.9
Googlen käyttäjä,Really bad. Worst app ever 1/5😒😒,3,15-03-2018,1bde22e4-9677-43c1-8819-4cc7482a8c76,1.2.9
Googlen käyttäjä,Great app,2,12-03-2018,4a61d998-5634-4ad9-afc2-dd83dd5659ad,1.2.9
Googlen käyttäjä,"Informs that the positioning accuracy is 1.1km, if it's really that much, then the app is pretty useless",5,10-03-2018,25cd3926-3f12-4119-b637-7787e3b94c57,1.2.9
Googlen käyttäjä,"Why are you asking for your phone number the first time? I claim that many, especially older people, do not remember it when there is an emergency and panic. And many probably only start it for the first time when there is an emergency! So people, turn this on first so that the number is saved. It doesn't call the emergency number until you select it separately!",2,06-03-2018,d782a6e7-247c-4b2a-b915-19c5bb532cfb,1.2.9
Googlen käyttäjä,Why does the updated version want access to my photos and other files?,3,28-02-2018,2ef261a2-c8f7-4193-918a-74032943b5a1,1.2.9
Googlen käyttäjä,I can't install it on the oukitel 6000 cell phone???,4,25-02-2018,b4cf7d40-a6e3-41be-95c4-5292e15ea99c,1.1.145
Googlen käyttäjä,"I had to call 112 in a foreign place and I used the application to give my location information to the emergency center, but in a hurry it didn't notice that the internet connection of the mobile phone must be on so that the location information goes to the emergency center. Tieto popped up at the bottom of the application when I had already finished the call. It should be made clear to the user even before calling that the location information AND the phone's internet connection must be turned on for the positioning to work, e.g. when starting the application.",1,22-02-2018,33d11e7a-c091-4101-947a-ed115e593709,1.1.145
Googlen käyttäjä,A very important and necessary application. Should be in every phone.,2,21-02-2018,2d229919-a921-4c66-9404-bb4409260883,1.2.6
